invoice_id,branch_id,pharmacist_id,customer_id,total_amount,sale_date
3521,2,2,600,875.37,2025-05-28 16:43:04
3522,5,5,114,1200.84,2025-06-20 16:27:30
3523,4,4,72,820.91,2025-12-15 18:20:44
3524,2,2,652,1945.28,2025-09-27 16:36:48
3525,3,3,294,2549.51,2025-09-20 17:40:14
3526,2,2,516,1471.03,2025-04-02 18:25:35
3527,3,3,135,637.63,2025-05-07 01:17:22
3528,3,3,406,627.38,2025-12-01 22:23:47
3529,5,5,152,738.88,2025-10-10 12:24:06
3530,4,4,55,2130.86,2025-03-16 18:03:40
3531,4,4,985,2257.44,2026-01-09 06:43:41
3532,4,4,920,1559.21,2025-04-12 12:31:06
3533,1,1,369,1809.95,2025-05-17 17:09:19
3534,5,5,685,1962.38,2026-01-13 02:10:01
3535,3,3,660,3439.14,2025-04-16 07:45:52
3536,4,4,335,1661.12,2025-11-03 02:36:46
3537,2,2,384,370.76,2025-11-26 15:09:45
3538,2,2,207,295.88,2025-03-12 11:34:08
3539,2,2,535,4276.85,2025-08-16 07:33:54
3540,3,3,898,996.07,2025-09-04 12:41:59
3541,3,3,861,1378.67,2026-01-06 12:00:34
3542,3,3,731,1378.73,2025-02-15 23:55:14
3543,3,3,222,2745.82,2025-12-18 20:54:26
3544,1,1,849,1256.15,2025-02-20 14:25:53
3545,2,2,858,3454.95,2025-04-02 23:54:53
3546,5,5,524,3342.20,2025-07-23 19:44:25
3547,2,2,255,128.65,2025-10-14 22:11:02
3548,5,5,83,2348.63,2025-07-07 17:26:28
3549,1,1,72,802.72,2025-11-23 16:28:03
3550,4,4,31,858.13,2025-10-10 05:51:15
3551,4,4,868,2247.54,2025-06-14 01:45:47
3552,1,1,472,1172.55,2025-05-26 21:02:30
3553,2,2,292,74.73,2025-07-10 05:49:34
3554,5,5,861,3145.89,2025-08-27 12:00:40
3555,3,3,465,1371.38,2025-09-30 21:17:53
3556,4,4,316,61.66,2025-09-02 14:31:50
3557,5,5,166,1598.72,2025-04-23 04:09:36
3558,4,4,346,2228.20,2025-12-08 16:07:19
3559,2,2,42,1857.93,2025-07-13 13:17:52
3560,1,1,729,304.84,2025-11-21 14:50:25
3561,5,5,614,720.24,2026-01-05 21:03:57
3562,2,2,423,325.54,2025-09-23 14:49:28
3563,1,1,845,1694.84,2025-10-26 22:37:12
3564,3,3,166,2332.59,2026-01-20 14:03:33
3565,2,2,198,3685.93,2025-03-30 06:42:09
3566,5,5,932,659.00,2025-03-07 13:02:26
3567,5,5,213,2314.53,2025-02-02 17:51:44
3568,5,5,963,2419.64,2025-09-03 16:12:17
3569,3,3,994,1118.44,2025-09-21 03:57:22
3570,4,4,915,1061.84,2025-07-10 12:38:25
3571,2,2,775,1289.25,2025-07-21 15:36:05
3572,4,4,221,1277.44,2025-07-09 16:12:07
3573,3,3,546,521.63,2025-12-20 05:53:03
3574,5,5,297,845.30,2025-08-14 23:32:09
3575,5,5,452,1255.87,2025-12-22 05:13:20
3576,3,3,302,343.04,2025-03-29 15:39:45
3577,4,4,699,115.72,2025-06-26 16:04:26
3578,3,3,379,3845.24,2025-03-05 19:15:03
3579,2,2,162,1287.08,2025-08-16 15:36:08
3580,1,1,941,2699.39,2025-12-19 08:30:11
3581,2,2,166,1429.86,2025-10-05 00:12:15
3582,3,3,765,544.55,2025-12-27 22:48:32
3583,3,3,194,646.18,2025-02-12 18:04:13
3584,5,5,327,594.12,2025-12-21 22:22:20
3585,4,4,47,1427.70,2025-11-14 05:43:53
3586,3,3,41,3938.33,2025-05-11 08:09:46
3587,1,1,551,2102.13,2025-09-19 23:44:41
3588,2,2,544,2301.82,2025-06-02 03:42:05
3589,4,4,904,1571.34,2025-02-23 21:45:24
3590,1,1,861,1193.37,2025-09-20 01:32:54
3591,4,4,342,2169.60,2025-12-13 02:53:17
3592,4,4,521,3539.20,2025-07-20 10:03:08
3593,2,2,396,556.35,2025-03-13 05:42:07
3594,1,1,616,472.99,2026-01-11 19:21:50
3595,3,3,440,510.44,2025-12-20 21:22:23
3596,3,3,228,2359.72,2025-04-10 17:45:35
3597,5,5,320,2895.94,2025-06-11 08:18:06
3598,2,2,788,1378.29,2025-12-22 20:06:39
3599,5,5,528,495.58,2025-08-19 12:02:29
3600,5,5,654,627.30,2025-10-04 04:55:42
3601,4,4,779,737.74,2025-05-22 15:02:36
3602,3,3,27,3017.53,2025-08-14 00:30:53
3603,1,1,864,87.35,2025-02-17 18:24:22
3604,2,2,744,1319.41,2025-03-11 06:11:33
3605,4,4,683,1952.65,2025-11-11 14:00:16
3606,3,3,889,2402.12,2025-02-12 18:16:32
3607,4,4,476,737.57,2025-10-27 10:21:03
3608,1,1,917,1100.63,2025-08-11 00:21:38
3609,5,5,458,360.45,2025-03-17 13:25:09
3610,4,4,348,913.41,2025-12-09 07:31:45
3611,2,2,660,3028.25,2025-05-02 14:18:21
3612,2,2,804,653.83,2025-11-03 07:32:16
3613,2,2,792,1567.77,2025-03-25 21:59:57
3614,4,4,902,1621.50,2025-04-23 14:12:17
3615,3,3,808,1299.29,2025-01-29 05:04:15
3616,1,1,90,500.68,2025-09-05 22:12:16
3617,5,5,242,1125.77,2025-10-13 00:11:56
3618,2,2,868,834.28,2025-11-21 08:31:48
3619,3,3,87,1625.43,2025-07-22 06:03:12
3620,1,1,804,1392.79,2025-04-02 05:58:36
3621,3,3,668,1417.70,2025-09-19 14:11:43
3622,4,4,846,1560.52,2025-03-16 22:20:21
3623,1,1,595,912.81,2025-11-02 19:59:08
3624,5,5,149,210.05,2025-11-07 18:40:46
3625,5,5,1,205.81,2025-03-23 16:52:03
3626,1,1,180,775.61,2025-08-18 23:45:30
3627,1,1,399,737.49,2025-12-06 22:29:24
3628,3,3,340,477.26,2025-02-06 00:55:33
3629,1,1,896,2370.42,2025-06-18 09:08:24
3630,5,5,757,2827.48,2025-04-26 13:26:49
3631,1,1,223,1059.11,2025-06-28 20:46:43
3632,5,5,205,32.59,2025-03-10 17:00:55
3633,3,3,553,2073.71,2025-12-18 13:09:02
3634,2,2,848,1339.66,2025-09-28 09:42:48
3635,1,1,82,2887.17,2025-10-06 03:56:19
3636,3,3,695,1270.02,2025-02-02 09:06:40
3637,4,4,410,419.91,2025-11-01 03:31:07
3638,1,1,789,1025.82,2025-04-25 14:26:42
3639,5,5,185,130.09,2025-10-29 23:42:35
3640,5,5,871,2100.83,2026-01-04 09:48:16
3641,3,3,729,266.01,2025-03-02 09:22:20
3642,4,4,649,1010.96,2025-09-22 04:04:35
3643,1,1,37,2164.36,2025-06-21 20:04:50
3644,2,2,666,1378.99,2025-04-23 03:06:41
3645,3,3,76,1368.92,2025-03-03 08:58:28
3646,2,2,171,1924.05,2025-07-20 12:33:04
3647,4,4,725,3363.07,2025-01-26 09:32:26
3648,3,3,423,1751.64,2025-02-03 12:07:27
3649,3,3,334,995.64,2025-09-18 14:36:59
3650,5,5,136,2878.24,2025-10-25 19:32:40
3651,5,5,235,782.79,2025-12-29 01:54:28
3652,3,3,213,115.63,2025-04-12 08:58:57
3653,2,2,686,1665.03,2025-10-28 06:42:14
3654,3,3,380,89.47,2026-01-07 11:13:17
3655,3,3,10,35.52,2025-03-19 18:02:02
3656,5,5,747,1025.23,2025-03-10 13:19:41
3657,1,1,122,1678.08,2025-01-23 10:23:46
3658,3,3,288,458.61,2025-05-30 07:25:45
3659,3,3,33,1650.70,2025-11-03 03:21:28
3660,4,4,825,700.56,2025-08-31 21:14:29
3661,3,3,724,2030.43,2026-01-13 10:31:02
3662,4,4,868,554.94,2025-05-13 22:54:10
3663,5,5,535,2502.40,2025-06-26 23:17:06
3664,4,4,783,553.69,2025-11-05 18:04:18
3665,4,4,6,574.00,2025-04-19 08:59:53
3666,4,4,572,1383.47,2025-09-05 00:55:33
3667,1,1,380,716.03,2025-12-06 07:47:19
3668,3,3,927,1391.34,2025-11-18 11:31:45
3669,1,1,386,1846.59,2025-12-23 14:04:37
3670,3,3,554,2151.59,2025-03-17 06:53:43
3671,5,5,915,365.43,2025-02-01 19:29:15
3672,2,2,100,420.27,2025-06-15 09:48:41
3673,5,5,608,2441.34,2025-10-28 14:48:57
3674,2,2,672,1072.42,2025-08-22 08:07:42
3675,1,1,831,2871.23,2025-09-26 04:44:15
3676,2,2,636,116.29,2025-10-20 12:15:08
3677,1,1,284,1751.70,2025-12-29 13:09:23
3678,1,1,220,536.62,2025-09-15 16:28:48
3679,2,2,742,953.17,2025-12-10 18:36:07
3680,4,4,318,799.89,2026-01-08 14:20:23
3681,3,3,695,1458.90,2025-06-24 08:56:39
3682,5,5,323,973.52,2025-04-20 17:59:56
3683,3,3,664,1752.32,2025-09-24 00:25:21
3684,5,5,833,290.99,2025-06-20 18:13:47
3685,3,3,482,1342.35,2025-12-12 11:12:44
3686,4,4,462,2118.94,2025-07-10 15:56:58
3687,3,3,75,1426.72,2025-05-07 04:56:12
3688,3,3,814,66.51,2025-08-17 22:16:40
3689,4,4,79,479.49,2025-08-03 20:14:20
3690,5,5,904,166.28,2025-10-22 05:43:01
3691,5,5,246,1063.86,2025-12-07 19:57:08
3692,2,2,38,64.80,2025-11-17 12:52:41
3693,1,1,608,4018.47,2025-11-10 22:25:29
3694,4,4,550,1200.33,2025-08-19 03:57:12
3695,2,2,437,1190.53,2025-05-18 21:48:38
3696,3,3,504,2433.80,2025-09-29 12:12:26
3697,4,4,737,92.71,2025-12-09 05:45:42
3698,3,3,617,2946.50,2025-12-01 14:25:51
3699,1,1,631,2893.83,2025-08-02 09:32:33
3700,4,4,223,1200.70,2025-09-20 06:17:22
3701,4,4,450,1601.36,2025-07-27 01:37:58
3702,2,2,560,835.83,2025-10-12 17:33:52
3703,1,1,236,2326.45,2025-07-30 13:31:56
3704,4,4,577,1355.03,2025-03-18 04:53:25
3705,5,5,308,1161.50,2025-09-05 11:59:48
3706,2,2,911,207.69,2025-09-11 17:27:42
3707,2,2,239,1815.34,2025-05-31 11:13:12
3708,4,4,736,1091.25,2025-02-25 14:34:20
3709,1,1,138,1885.46,2025-03-18 07:57:51
3710,3,3,306,2184.97,2025-10-27 23:22:05
3711,1,1,986,1907.59,2025-06-08 03:39:20
3712,4,4,196,2428.34,2025-11-28 05:19:38
3713,3,3,275,532.48,2025-03-18 11:27:47
3714,5,5,350,92.37,2025-10-23 04:40:31
3715,3,3,665,752.21,2025-07-19 21:50:56
3716,4,4,203,291.70,2025-12-15 16:05:27
3717,2,2,837,2489.07,2025-02-18 05:26:08
3718,4,4,661,1731.60,2025-06-27 14:24:02
3719,3,3,215,302.41,2025-07-16 17:21:47
3720,4,4,74,1577.99,2025-12-13 20:59:31
3721,1,1,760,2355.22,2025-05-18 19:31:41
3722,3,3,183,1311.90,2025-04-18 13:46:06
3723,2,2,977,2728.38,2025-07-19 09:08:50
3724,2,2,52,1352.32,2025-10-17 22:50:57
3725,4,4,201,11.50,2025-06-10 10:57:14
3726,2,2,761,1015.29,2025-03-16 17:35:53
3727,2,2,395,1287.39,2025-01-28 04:18:23
3728,3,3,805,2679.41,2025-01-31 13:05:51
3729,1,1,107,1088.72,2025-12-08 14:35:15
3730,5,5,648,1380.07,2025-03-10 12:33:02
3731,5,5,38,400.37,2025-02-11 04:46:41
3732,1,1,96,1045.92,2025-05-12 02:31:23
3733,3,3,29,1146.42,2025-05-30 02:48:28
3734,2,2,735,1196.46,2025-09-11 11:33:27
3735,3,3,618,758.13,2025-11-01 04:10:58
3736,1,1,32,778.13,2025-07-08 23:57:43
3737,5,5,664,1965.94,2025-03-04 05:18:05
3738,2,2,32,2120.54,2025-10-31 07:39:19
3739,2,2,59,599.60,2025-03-30 07:25:45
3740,3,3,839,1483.22,2025-06-05 10:30:12
3741,2,2,532,1493.40,2025-08-04 06:30:45
3742,1,1,154,2347.99,2025-09-08 23:37:59
3743,2,2,382,1229.07,2025-08-05 11:00:52
3744,3,3,823,187.91,2025-12-25 18:15:07
3745,5,5,466,1323.60,2025-10-01 22:26:36
3746,1,1,692,466.02,2025-05-06 02:44:15
3747,2,2,864,1347.51,2025-05-25 03:37:49
3748,2,2,443,1671.29,2025-03-08 23:34:48
3749,5,5,330,978.29,2025-03-27 11:42:23
3750,5,5,312,960.33,2026-01-09 17:30:06
3751,4,4,320,1523.62,2025-08-24 21:52:56
3752,1,1,368,871.53,2025-04-03 17:36:14
3753,1,1,402,1877.38,2025-06-01 07:44:34
3754,1,1,468,2230.50,2025-11-20 02:03:13
3755,3,3,268,242.79,2025-03-28 23:54:31
3756,4,4,594,789.12,2025-04-17 19:26:49
3757,1,1,608,2572.67,2025-06-30 02:33:44
3758,1,1,933,2938.09,2025-02-23 14:40:13
3759,3,3,830,1556.49,2025-02-22 04:17:24
3760,2,2,290,1802.60,2025-07-02 10:31:54
3761,1,1,277,4357.45,2025-06-29 07:45:37
3762,2,2,940,939.44,2025-05-06 00:12:43
3763,1,1,85,1433.93,2025-03-19 19:06:19
3764,2,2,901,2460.29,2025-08-05 03:01:59
3765,5,5,41,808.88,2025-11-26 21:31:59
3766,5,5,361,1980.78,2026-01-01 10:12:16
3767,2,2,78,3803.26,2025-09-09 07:28:52
3768,2,2,10,2232.12,2025-08-05 11:05:49
3769,4,4,106,147.47,2025-07-02 15:46:32
3770,1,1,964,1215.68,2025-10-18 15:12:10
3771,4,4,460,2041.27,2025-03-09 12:26:31
3772,1,1,368,1639.48,2025-11-26 04:59:35
3773,5,5,923,1420.06,2025-11-10 13:13:10
3774,1,1,431,345.79,2025-07-31 06:58:23
3775,1,1,126,1077.19,2025-07-19 17:33:14
3776,1,1,195,1697.29,2026-01-18 15:51:52
3777,4,4,192,1308.36,2025-09-11 13:59:40
3778,5,5,741,2523.85,2025-12-21 21:51:06
3779,4,4,900,147.63,2025-09-14 17:15:15
3780,2,2,622,3355.45,2026-01-05 05:27:47
3781,5,5,815,1942.71,2025-11-20 09:46:31
3782,5,5,604,658.18,2025-09-19 23:52:42
3783,5,5,829,3391.86,2025-10-25 15:26:10
3784,3,3,389,2229.68,2025-06-16 20:35:26
3785,5,5,119,247.23,2025-11-26 01:29:11
3786,2,2,525,141.19,2025-08-23 02:27:23
3787,1,1,965,201.44,2026-01-03 23:04:37
3788,1,1,226,1660.47,2025-02-10 01:59:41
3789,2,2,210,927.10,2025-07-28 07:14:58
3790,5,5,249,1954.08,2025-03-20 02:47:42
3791,1,1,897,1313.53,2025-06-14 14:28:31
3792,5,5,547,799.47,2025-01-29 01:52:57
3793,4,4,549,301.32,2025-03-18 10:28:51
3794,5,5,7,1076.67,2025-08-07 02:33:07
3795,4,4,419,704.26,2025-11-12 08:53:25
3796,5,5,580,794.65,2025-08-07 15:37:28
3797,3,3,124,1081.43,2025-10-21 17:03:26
3798,1,1,269,712.41,2025-04-20 16:41:22
3799,4,4,573,2961.21,2025-12-21 04:16:29
3800,3,3,32,901.32,2025-11-26 07:54:04
3801,2,2,621,742.35,2025-10-14 09:14:48
3802,4,4,695,731.78,2025-02-03 14:53:51
3803,1,1,381,294.24,2025-07-18 19:07:16
3804,3,3,265,568.13,2025-03-17 07:05:01
3805,2,2,70,989.72,2026-01-12 20:17:35
3806,3,3,589,995.76,2025-11-06 20:48:19
3807,1,1,834,3526.84,2025-03-19 20:53:33
3808,2,2,197,487.08,2025-10-20 12:24:44
3809,4,4,761,1313.79,2025-10-14 17:48:31
3810,4,4,49,481.74,2025-11-15 17:21:43
3811,1,1,714,10.07,2025-09-25 14:49:36
3812,1,1,897,3115.39,2026-01-19 02:56:58
3813,3,3,29,1731.23,2025-02-26 07:47:25
3814,5,5,763,2662.88,2025-10-30 18:31:22
3815,4,4,399,2652.17,2025-08-04 09:55:51
3816,3,3,798,986.25,2025-10-03 04:10:25
3817,5,5,718,467.46,2026-01-06 13:40:55
3818,2,2,837,555.71,2025-10-14 01:59:59
3819,3,3,835,153.98,2025-06-27 11:05:20
3820,2,2,586,2433.39,2026-01-18 11:50:08
3821,4,4,706,1334.32,2025-02-26 08:35:00
3822,4,4,593,842.40,2025-06-15 02:58:28
3823,2,2,784,77.40,2025-09-05 18:21:38
3824,5,5,506,1736.53,2025-08-07 20:36:21
3825,1,1,350,682.38,2025-11-23 22:43:56
3826,5,5,363,2627.35,2025-11-01 22:09:19
3827,5,5,472,1397.64,2025-12-03 09:39:06
3828,2,2,488,247.11,2025-07-18 11:18:51
3829,5,5,155,594.53,2026-01-09 07:17:26
3830,1,1,36,310.53,2025-07-25 13:16:46
3831,5,5,747,615.16,2025-02-10 10:44:44
3832,1,1,500,519.90,2025-12-24 08:16:28
3833,2,2,224,949.33,2025-12-25 01:05:12
3834,5,5,822,830.71,2025-07-06 03:39:29
3835,2,2,83,3264.91,2025-02-11 23:21:33
3836,1,1,549,2367.25,2025-08-01 19:44:08
3837,3,3,110,467.37,2026-01-08 08:15:41
3838,1,1,252,712.41,2025-07-27 15:18:32
3839,5,5,926,730.93,2025-12-27 02:03:16
3840,5,5,849,129.45,2025-05-01 00:25:38
3841,4,4,917,3477.52,2025-08-14 16:33:09
3842,5,5,588,906.18,2025-10-07 15:01:27
3843,2,2,656,1082.20,2025-12-11 09:30:53
3844,4,4,821,79.09,2025-09-23 14:44:56
3845,1,1,492,1840.17,2025-12-09 12:15:45
3846,2,2,274,538.51,2025-11-20 23:02:05
3847,2,2,845,991.68,2025-06-27 08:45:01
3848,2,2,386,1308.84,2025-11-03 12:48:11
3849,3,3,844,577.51,2025-07-06 16:04:10
3850,5,5,600,1779.37,2025-04-20 11:21:17
3851,1,1,446,1958.43,2025-10-03 06:50:34
3852,3,3,588,265.46,2025-12-08 14:20:39
3853,4,4,911,1675.58,2025-11-22 03:11:16
3854,2,2,95,1998.30,2025-08-23 19:02:37
3855,5,5,636,42.45,2025-12-28 09:14:29
3856,3,3,843,1608.61,2025-05-16 21:34:41
3857,3,3,709,1825.85,2025-03-27 02:05:08
3858,4,4,230,575.48,2025-05-06 04:21:28
3859,4,4,434,1125.08,2025-09-30 13:48:15
3860,4,4,750,1073.59,2025-07-22 12:08:20
3861,5,5,650,1053.26,2025-08-30 05:32:05
3862,1,1,415,1166.18,2026-01-19 16:06:27
3863,2,2,107,953.47,2025-02-07 22:35:15
3864,5,5,191,630.71,2025-08-07 02:39:44
3865,5,5,635,347.65,2025-05-04 16:41:22
3866,4,4,690,1525.52,2025-09-15 19:56:01
3867,2,2,766,1004.33,2025-08-02 15:53:11
3868,2,2,84,1042.95,2025-12-22 13:21:34
3869,1,1,496,3131.49,2025-11-09 01:16:52
3870,4,4,424,1748.89,2026-01-08 18:03:25
3871,4,4,36,122.86,2025-01-25 04:16:20
3872,4,4,930,5020.83,2025-10-31 09:50:10
3873,1,1,325,588.93,2025-11-17 13:50:26
3874,3,3,746,1854.55,2025-04-09 21:55:31
3875,5,5,760,767.58,2025-09-05 02:37:20
3876,1,1,104,2493.94,2025-11-13 15:30:51
3877,5,5,920,403.76,2025-07-28 21:22:55
3878,5,5,801,920.13,2025-02-04 23:28:39
3879,5,5,580,1035.04,2025-06-26 08:53:29
3880,2,2,509,391.29,2025-10-20 14:50:06
3881,3,3,582,2513.79,2026-01-02 20:26:09
3882,2,2,968,811.68,2025-08-11 23:51:14
3883,3,3,781,261.69,2025-08-03 13:56:38
3884,5,5,34,849.33,2025-09-17 12:49:34
3885,3,3,476,2036.01,2025-12-08 19:18:11
3886,4,4,409,519.91,2025-08-27 18:22:45
3887,4,4,333,1926.72,2025-06-22 16:32:35
3888,2,2,700,1596.82,2025-04-21 23:11:45
3889,5,5,455,884.94,2025-10-09 09:42:42
3890,1,1,400,254.91,2025-06-23 02:09:43
3891,3,3,502,1870.67,2025-04-09 09:19:12
3892,4,4,520,1150.18,2025-08-01 02:38:46
3893,2,2,922,2457.84,2025-04-14 09:54:04
3894,1,1,887,2221.25,2025-04-14 04:06:29
3895,3,3,336,887.34,2025-09-09 15:49:25
3896,5,5,459,1076.33,2025-03-10 17:37:59
3897,5,5,91,1002.24,2026-01-13 06:45:17
3898,4,4,100,2197.44,2025-05-23 14:12:21
3899,1,1,89,1311.62,2025-05-24 07:12:09
3900,4,4,631,636.63,2025-06-06 05:53:00
3901,3,3,616,567.13,2025-03-29 00:15:32
3902,3,3,693,2.27,2025-09-22 13:22:51
3903,5,5,465,975.80,2025-05-06 03:58:04
3904,3,3,195,575.05,2025-02-09 18:13:27
3905,3,3,94,2810.33,2025-09-17 01:38:31
3906,4,4,981,332.74,2025-05-09 09:45:15
3907,1,1,450,1657.48,2025-07-24 10:37:03
3908,2,2,728,2.70,2025-07-20 04:53:41
3909,4,4,766,1646.09,2025-11-13 23:25:10
3910,4,4,967,1866.82,2025-04-25 01:33:25
3911,3,3,314,1364.15,2025-09-19 07:38:28
3912,4,4,71,1432.05,2025-02-15 18:30:20
3913,5,5,746,2646.20,2025-10-22 16:13:13
3914,2,2,21,1664.45,2025-11-02 19:45:21
3915,1,1,773,313.97,2025-04-22 18:10:36
3916,2,2,565,1797.73,2025-07-23 09:40:06
3917,2,2,15,1626.32,2025-04-17 12:25:51
3918,5,5,992,2203.48,2025-11-23 02:53:14
3919,3,3,145,1600.80,2025-07-29 12:47:20
3920,5,5,226,1766.99,2025-03-26 16:43:23
3921,3,3,294,987.25,2025-09-20 22:37:51
3922,2,2,916,1157.04,2025-01-30 01:24:53
3923,3,3,8,3631.60,2025-10-02 00:25:51
3924,4,4,820,902.05,2025-07-07 14:43:27
3925,1,1,340,1078.42,2025-06-24 20:56:22
3926,1,1,608,2783.97,2025-10-12 15:05:41
3927,1,1,821,75.10,2025-10-26 10:57:33
3928,1,1,391,139.25,2025-11-20 03:18:43
3929,1,1,982,1699.01,2025-09-06 08:47:03
3930,5,5,55,2104.67,2025-05-16 23:13:13
3931,2,2,685,839.07,2025-08-12 23:13:26
3932,5,5,587,1759.48,2025-05-06 22:48:47
3933,5,5,452,1672.93,2025-10-08 14:02:31
3934,5,5,758,546.07,2025-09-11 22:46:54
3935,1,1,227,471.49,2025-11-20 05:13:37
3936,2,2,219,11.99,2025-10-06 10:06:20
3937,3,3,173,241.29,2025-04-17 12:38:26
3938,2,2,348,1132.92,2025-08-26 01:48:36
3939,2,2,664,944.06,2025-07-09 11:22:27
3940,2,2,246,1611.17,2025-06-02 12:20:15
3941,1,1,203,569.61,2025-09-04 08:10:13
3942,1,1,106,44.29,2025-11-12 18:56:06
3943,1,1,692,162.54,2025-06-04 19:49:58
3944,5,5,54,34.53,2025-05-01 22:19:28
3945,5,5,818,1431.64,2025-02-13 07:37:16
3946,1,1,847,117.40,2025-09-09 22:19:13
3947,1,1,509,504.76,2025-03-13 19:24:36
3948,5,5,535,250.66,2025-10-14 01:54:05
3949,1,1,318,2886.39,2025-03-18 23:01:05
3950,5,5,992,382.86,2025-01-22 14:00:45
3951,4,4,499,341.20,2025-12-16 08:18:36
3952,2,2,610,2281.55,2025-01-31 14:14:46
3953,5,5,911,1668.81,2025-08-24 04:54:36
3954,3,3,669,1570.14,2025-11-07 22:20:52
3955,1,1,899,1199.49,2025-04-12 06:26:02
3956,5,5,695,372.29,2025-09-30 18:45:37
3957,1,1,625,2274.92,2025-09-25 23:16:57
3958,1,1,431,158.43,2025-02-25 05:30:48
3959,2,2,243,1646.48,2025-07-07 23:02:53
3960,1,1,892,1901.55,2025-06-14 14:37:37
3961,2,2,915,1032.00,2025-08-23 19:18:01
3962,5,5,539,2692.81,2025-11-14 06:12:22
3963,1,1,571,646.67,2025-06-11 00:29:14
3964,1,1,93,505.20,2025-04-19 21:51:00
3965,3,3,119,1622.40,2025-03-28 02:47:14
3966,5,5,261,534.60,2025-05-22 23:58:17
3967,5,5,48,167.86,2025-06-30 14:22:45
3968,5,5,708,1278.19,2025-12-15 08:59:28
3969,1,1,399,936.31,2025-05-09 04:34:49
3970,3,3,505,917.04,2026-01-12 07:02:08
3971,5,5,786,421.23,2025-10-06 07:11:55
3972,5,5,787,2840.68,2025-09-11 15:40:39
3973,2,2,110,4815.98,2025-08-01 19:29:09
3974,3,3,58,1599.66,2026-01-09 05:55:43
3975,5,5,729,1590.59,2025-12-07 01:19:45
3976,3,3,701,754.15,2025-08-24 14:58:45
3977,4,4,854,2156.02,2025-09-23 14:48:43
3978,5,5,834,1052.71,2025-07-23 08:44:38
3979,2,2,213,1838.92,2025-04-07 10:36:17
3980,1,1,857,1711.49,2025-11-28 21:31:19
3981,1,1,501,1147.10,2025-08-14 22:29:47
3982,1,1,789,44.81,2025-09-18 07:33:14
3983,2,2,42,993.26,2026-01-13 05:04:44
3984,2,2,655,2166.37,2025-05-15 23:14:27
3985,5,5,682,1120.06,2025-10-09 12:50:44
3986,2,2,831,1466.63,2025-11-01 01:09:25
3987,4,4,333,693.94,2025-02-03 10:22:45
3988,2,2,72,1178.15,2025-05-17 10:50:38
3989,1,1,224,1300.07,2025-11-21 06:11:05
3990,2,2,207,1578.04,2025-08-01 17:19:36
3991,3,3,918,788.46,2025-08-23 03:05:03
3992,3,3,602,991.19,2025-02-10 16:10:08
3993,4,4,859,1827.50,2025-01-26 22:24:41
3994,3,3,647,331.17,2025-08-02 15:10:25
3995,3,3,339,1392.62,2025-03-11 11:51:16
3996,5,5,619,1260.52,2025-08-14 14:00:11
3997,3,3,346,324.46,2025-06-20 03:30:42
3998,4,4,618,1655.41,2025-03-15 20:57:20
3999,1,1,596,1292.46,2025-12-22 19:57:33
4000,4,4,327,1091.88,2025-09-14 02:18:49
4001,1,1,496,2489.86,2025-03-21 08:56:08
4002,1,1,81,1708.19,2025-08-04 17:42:43
4003,2,2,118,30.46,2025-08-23 15:22:30
4004,5,5,174,170.27,2025-04-07 16:14:48
4005,1,1,921,601.15,2025-11-03 21:17:22
4006,5,5,852,1253.39,2025-09-07 11:17:06
4007,2,2,921,2680.35,2025-05-19 10:01:13
4008,3,3,708,362.23,2025-12-09 23:06:56
4009,5,5,611,32.00,2025-09-19 04:35:47
4010,3,3,231,1538.73,2025-08-21 14:57:26
4011,5,5,760,748.28,2025-05-10 08:31:20
4012,3,3,647,514.20,2025-04-04 15:26:57
4013,3,3,114,28.70,2025-06-18 18:25:16
4014,4,4,965,2952.76,2025-02-11 15:30:59
4015,1,1,714,2503.50,2025-04-13 14:44:08
4016,4,4,981,738.30,2026-01-10 17:58:53
4017,3,3,309,2445.37,2025-07-16 16:44:15
4018,1,1,72,114.13,2025-06-13 14:59:15
4019,3,3,828,2317.77,2025-10-31 07:48:17
4020,2,2,84,150.41,2025-05-23 01:17:18
4021,1,1,882,2008.87,2025-12-28 03:48:40
4022,3,3,844,2084.52,2025-06-17 19:43:11
4023,1,1,541,588.54,2025-05-30 11:16:03
4024,5,5,973,2493.91,2025-09-14 00:34:21
4025,4,4,264,2488.58,2025-05-28 17:41:25
4026,4,4,394,970.07,2025-03-27 06:07:48
4027,4,4,873,1388.19,2025-11-25 08:48:51
4028,3,3,741,834.26,2025-02-06 07:17:09
4029,4,4,292,901.70,2026-01-17 17:59:50
4030,1,1,357,479.05,2025-05-31 17:01:30
4031,5,5,761,690.81,2025-07-08 16:30:17
4032,3,3,472,1798.16,2025-10-09 10:48:01
4033,4,4,119,1349.73,2025-09-06 12:50:46
4034,5,5,421,1717.81,2025-08-06 19:21:22
4035,5,5,301,324.66,2025-01-31 02:12:24
4036,3,3,504,1957.32,2025-08-19 10:56:30
4037,1,1,861,2184.12,2025-04-25 23:44:02
4038,1,1,53,571.87,2025-08-20 07:58:46
4039,2,2,235,1182.22,2025-08-18 07:40:28
4040,3,3,575,879.34,2025-04-23 08:55:54
4041,1,1,319,2409.03,2025-07-21 14:38:47
4042,1,1,541,395.74,2025-10-09 10:56:41
4043,1,1,187,468.97,2025-09-23 09:59:41
4044,2,2,435,1513.33,2025-11-16 08:28:37
4045,3,3,976,2111.73,2025-04-27 22:34:05
