inventory_id,branch_id,batch_id,quantity,last_updated
4298,3,860,641,2026-01-19 20:53:26
4299,4,860,830,2026-01-19 22:20:01
4300,5,860,780,2026-01-20 02:35:19
4301,1,861,-66,2026-01-20 05:24:16
4302,2,861,462,2026-01-20 11:46:04
4303,3,861,703,2026-01-19 23:46:31
4304,4,861,981,2026-01-19 23:37:22
4305,5,861,85,2026-01-19 17:33:09
4306,1,862,105,2026-01-20 00:08:10
4307,2,862,707,2026-01-19 23:07:46
4308,3,862,698,2026-01-20 12:47:29
4309,4,862,705,2026-01-20 14:40:52
4310,5,862,403,2026-01-20 05:30:39
4311,1,863,541,2026-01-20 10:54:13
4312,2,863,692,2026-01-20 12:29:45
4313,3,863,720,2026-01-19 23:11:22
4314,4,863,377,2026-01-20 09:53:34
4315,5,863,313,2026-01-20 11:02:06
4316,1,864,616,2026-01-20 11:05:58
4317,2,864,312,2026-01-20 12:41:45
4318,3,864,280,2026-01-20 01:52:26
4319,4,864,788,2026-01-19 21:35:09
4320,5,864,181,2026-01-19 16:50:33
4321,1,865,690,2026-01-19 21:56:13
4322,2,865,659,2026-01-19 17:04:59
4323,3,865,920,2026-01-20 03:43:15
4324,4,865,73,2026-01-20 12:25:32
4325,5,865,184,2026-01-20 14:20:58
4326,1,866,233,2026-01-20 06:01:54
4327,2,866,447,2026-01-19 23:15:56
4328,3,866,62,2026-01-19 18:56:02
4329,4,866,152,2026-01-20 07:04:56
4330,5,866,537,2026-01-20 11:31:57
4331,1,867,440,2026-01-19 19:21:16
4332,2,867,992,2026-01-20 06:36:44
4333,3,867,837,2026-01-19 21:32:45
4334,4,867,213,2026-01-19 17:35:59
4335,5,867,549,2026-01-20 14:20:33
4336,1,868,295,2026-01-20 10:41:29
4337,2,868,204,2026-01-19 16:03:58
4338,3,868,119,2026-01-19 16:53:36
4339,4,868,103,2026-01-19 20:11:36
4340,5,868,79,2026-01-20 00:57:51
4341,1,869,138,2026-01-20 08:14:18
4342,2,869,50,2026-01-20 14:01:44
4343,3,869,518,2026-01-20 14:18:54
4344,4,869,761,2026-01-20 04:10:43
4345,5,869,916,2026-01-20 03:30:58
4346,1,870,927,2026-01-19 18:54:16
4347,2,870,17,2026-01-20 05:31:13
4348,3,870,128,2026-01-20 03:19:28
4349,4,870,156,2026-01-19 21:59:29
4350,5,870,317,2026-01-19 23:21:36
4351,1,871,38,2026-01-20 00:58:42
4352,2,871,441,2026-01-19 15:47:34
4353,3,871,305,2026-01-20 14:55:03
4354,4,871,725,2026-01-20 05:57:35
4355,5,871,434,2026-01-19 17:07:04
4356,1,872,896,2026-01-19 15:52:22
4357,2,872,885,2026-01-20 10:09:43
4358,3,872,19,2026-01-20 11:23:13
4359,4,872,417,2026-01-20 12:43:41
4360,5,872,596,2026-01-20 10:35:04
4361,1,873,663,2026-01-19 23:26:45
4362,2,873,169,2026-01-20 06:25:14
4363,3,873,945,2026-01-19 23:05:09
4364,4,873,305,2026-01-19 20:27:20
4365,5,873,321,2026-01-19 18:27:46
4366,1,874,991,2026-01-19 15:36:59
4367,2,874,566,2026-01-19 22:41:10
4368,3,874,139,2026-01-19 20:07:36
4369,4,874,331,2026-01-20 14:05:46
4370,5,874,721,2026-01-20 12:40:40
4371,1,875,20,2026-01-20 08:30:33
4372,2,875,722,2026-01-20 00:34:39
4373,3,875,791,2026-01-20 10:37:08
4374,4,875,682,2026-01-19 19:51:26
4375,5,875,649,2026-01-20 13:39:11
4376,1,876,798,2026-01-20 06:24:26
4377,2,876,156,2026-01-20 02:33:34
4378,3,876,331,2026-01-19 18:48:54
4379,4,876,717,2026-01-20 00:27:35
4380,5,876,582,2026-01-19 17:21:24
4381,1,877,940,2026-01-19 15:39:08
4382,2,877,615,2026-01-19 17:50:33
4383,3,877,229,2026-01-20 05:47:14
4384,4,877,354,2026-01-20 12:42:52
4385,5,877,449,2026-01-20 12:59:32
4386,1,878,977,2026-01-19 21:07:46
4387,2,878,332,2026-01-19 22:13:38
4388,3,878,884,2026-01-19 17:15:15
4389,4,878,719,2026-01-20 03:10:25
4390,5,878,434,2026-01-20 04:28:46
4391,1,879,216,2026-01-20 04:29:33
4392,2,879,666,2026-01-19 18:07:35
4393,3,879,698,2026-01-20 01:30:33
4394,4,879,852,2026-01-20 14:57:03
4395,5,879,122,2026-01-19 22:15:06
4396,1,880,928,2026-01-20 01:35:34
4397,2,880,5,2026-01-19 15:03:02
4398,3,880,614,2026-01-19 18:41:37
4399,4,880,495,2026-01-19 18:31:20
4400,5,880,790,2026-01-20 13:57:20
4401,1,881,390,2026-01-19 23:18:34
4402,2,881,166,2026-01-20 11:02:24
4403,3,881,257,2026-01-20 00:22:23
4404,4,881,72,2026-01-19 19:19:31
4405,5,881,867,2026-01-19 19:11:00
4406,1,882,993,2026-01-19 15:48:54
4407,2,882,270,2026-01-20 14:52:43
4408,3,882,537,2026-01-20 08:37:28
4409,4,882,591,2026-01-19 18:18:09
4410,5,882,965,2026-01-20 08:05:43
4411,1,883,957,2026-01-20 08:21:57
4412,2,883,581,2026-01-19 16:18:02
4413,3,883,203,2026-01-19 15:09:07
4414,4,883,761,2026-01-19 19:06:07
4415,5,883,385,2026-01-19 23:09:57
4416,1,884,682,2026-01-20 12:20:38
4417,2,884,372,2026-01-19 18:22:01
4418,3,884,798,2026-01-20 03:11:49
4419,4,884,155,2026-01-20 11:36:10
4420,5,884,471,2026-01-19 18:56:30
4421,1,885,274,2026-01-20 05:03:38
4422,2,885,642,2026-01-20 09:42:27
4423,3,885,823,2026-01-20 08:47:29
4424,4,885,201,2026-01-19 16:38:06
4425,5,885,3,2026-01-20 04:06:20
4426,1,886,96,2026-01-20 12:02:26
4427,2,886,362,2026-01-19 19:51:58
4428,3,886,5,2026-01-19 17:22:50
4429,4,886,497,2026-01-20 04:35:51
4430,5,886,170,2026-01-20 09:57:37
4431,1,887,63,2026-01-20 04:51:31
4432,2,887,857,2026-01-20 06:55:59
4433,3,887,860,2026-01-20 08:12:39
4434,4,887,484,2026-01-20 12:08:22
4435,5,887,18,2026-01-19 22:15:03
4436,1,888,848,2026-01-19 21:17:30
4437,2,888,736,2026-01-20 06:17:40
4438,3,888,754,2026-01-20 09:12:24
4439,4,888,191,2026-01-20 13:23:54
4440,5,888,529,2026-01-19 15:17:22
4441,1,889,47,2026-01-19 20:11:27
4442,2,889,474,2026-01-19 22:11:03
4443,3,889,414,2026-01-19 16:33:40
4444,4,889,959,2026-01-19 17:36:56
4445,5,889,56,2026-01-19 20:38:33
4446,1,890,-5,2026-01-20 04:12:03
4447,2,890,524,2026-01-20 00:07:58
4448,3,890,798,2026-01-19 21:46:29
4449,4,890,520,2026-01-20 03:17:38
4450,5,890,914,2026-01-20 04:49:53
4451,1,891,724,2026-01-20 13:08:51
4452,2,891,892,2026-01-20 11:21:33
4453,3,891,410,2026-01-20 01:43:57
4454,4,891,286,2026-01-19 16:48:30
4455,5,891,169,2026-01-20 02:12:07
4456,1,892,46,2026-01-19 16:56:01
4457,2,892,934,2026-01-20 10:49:10
4458,3,892,769,2026-01-20 07:46:15
4459,4,892,34,2026-01-19 16:47:44
4460,5,892,675,2026-01-19 22:12:49
4461,1,893,9,2026-01-19 17:37:14
4462,2,893,524,2026-01-20 06:54:16
4463,3,893,434,2026-01-19 18:18:12
4464,4,893,916,2026-01-20 08:53:05
4465,5,893,936,2026-01-20 01:35:02
4466,1,894,-84,2026-01-19 17:06:57
4467,2,894,895,2026-01-19 20:36:19
4468,3,894,63,2026-01-20 00:22:35
4469,4,894,675,2026-01-20 02:34:12
4470,5,894,747,2026-01-20 03:37:39
4471,1,895,168,2026-01-20 13:44:38
4472,2,895,199,2026-01-19 18:15:29
4473,3,895,490,2026-01-19 15:29:16
4474,4,895,264,2026-01-19 17:53:45
4475,5,895,19,2026-01-20 02:03:50
4476,1,896,967,2026-01-20 01:11:34
4477,2,896,881,2026-01-19 21:18:27
4478,3,896,322,2026-01-20 01:18:03
4479,4,896,69,2026-01-19 17:36:12
4480,5,896,921,2026-01-20 01:14:02
4481,1,897,692,2026-01-20 10:51:33
4482,2,897,774,2026-01-19 17:42:13
4483,3,897,903,2026-01-19 17:58:53
4484,4,897,58,2026-01-19 16:37:04
4485,5,897,816,2026-01-20 06:34:57
4486,1,898,362,2026-01-20 14:03:47
4487,2,898,298,2026-01-20 01:48:12
4488,3,898,250,2026-01-19 22:49:02
4489,4,898,148,2026-01-19 15:39:56
4490,5,898,406,2026-01-20 12:50:18
4491,1,899,208,2026-01-19 15:53:15
4492,2,899,422,2026-01-20 03:12:43
4493,3,899,372,2026-01-20 11:40:07
4494,4,899,114,2026-01-20 08:37:49
4495,5,899,161,2026-01-20 14:28:21
4496,1,900,287,2026-01-19 16:12:11
4497,2,900,661,2026-01-19 16:13:14
4498,3,900,111,2026-01-20 03:43:02
4499,4,900,692,2026-01-20 10:29:24
4500,5,900,640,2026-01-20 05:39:34
4501,1,901,330,2026-01-20 07:36:48
4502,2,901,230,2026-01-20 07:54:16
4503,3,901,149,2026-01-19 23:24:11
4504,4,901,880,2026-01-20 03:25:46
4505,5,901,691,2026-01-19 17:22:23
4506,1,902,455,2026-01-20 04:04:36
4507,2,902,358,2026-01-19 17:33:34
4508,3,902,564,2026-01-19 17:42:29
4509,4,902,668,2026-01-20 02:30:07
4510,5,902,-24,2026-01-20 12:50:58
4511,1,903,55,2026-01-19 19:53:43
4512,2,903,635,2026-01-20 12:46:03
4513,3,903,-33,2026-01-20 12:05:42
4514,4,903,-94,2026-01-19 22:03:22
4515,5,903,669,2026-01-20 08:54:57
4516,1,904,929,2026-01-20 10:40:15
4517,2,904,808,2026-01-19 15:50:23
4518,3,904,898,2026-01-20 09:59:59
4519,4,904,67,2026-01-20 01:03:29
4520,5,904,853,2026-01-19 15:09:19
4521,1,905,46,2026-01-20 04:05:11
4522,2,905,440,2026-01-19 23:59:47
4523,3,905,501,2026-01-20 04:30:46
4524,4,905,486,2026-01-20 09:43:40
4525,5,905,428,2026-01-19 22:10:25
4526,1,906,840,2026-01-19 18:07:39
4527,2,906,-66,2026-01-19 19:29:49
4528,3,906,2,2026-01-20 12:37:43
4529,4,906,621,2026-01-20 11:44:30
4530,5,906,69,2026-01-19 20:39:45
4531,1,907,959,2026-01-19 22:16:20
4532,2,907,689,2026-01-20 13:07:16
4533,3,907,-8,2026-01-19 16:38:51
4534,4,907,917,2026-01-19 16:23:42
4535,5,907,135,2026-01-20 14:44:06
4536,1,908,640,2026-01-20 04:34:04
4537,2,908,134,2026-01-19 18:57:42
4538,3,908,911,2026-01-19 17:45:21
4539,4,908,859,2026-01-20 01:52:31
4540,5,908,554,2026-01-20 02:24:21
4541,1,909,304,2026-01-20 13:47:25
4542,2,909,606,2026-01-20 08:05:58
4543,3,909,22,2026-01-20 06:20:07
4544,4,909,142,2026-01-19 17:36:15
4545,5,909,114,2026-01-20 01:48:31
4546,1,910,405,2026-01-20 14:11:57
4547,2,910,883,2026-01-19 18:01:11
4548,3,910,272,2026-01-20 08:54:23
4549,4,910,-95,2026-01-19 15:50:20
4550,5,910,748,2026-01-19 16:12:14
4551,1,911,378,2026-01-20 06:01:48
4552,2,911,879,2026-01-20 13:23:07
4553,3,911,365,2026-01-20 00:11:04
4554,4,911,88,2026-01-19 16:02:44
4555,5,911,975,2026-01-20 07:41:13
4556,1,912,682,2026-01-20 04:54:24
4557,2,912,287,2026-01-20 09:48:07
4558,3,912,865,2026-01-20 10:24:24
4559,4,912,263,2026-01-20 11:18:58
4560,5,912,897,2026-01-19 17:40:01
4561,1,913,500,2026-01-20 06:39:02
4562,2,913,165,2026-01-20 13:04:23
4563,3,913,273,2026-01-19 20:28:57
4564,4,913,45,2026-01-19 21:02:53
4565,5,913,-89,2026-01-20 01:40:34
4566,1,914,201,2026-01-20 02:36:27
4567,2,914,247,2026-01-20 09:09:20
4568,3,914,599,2026-01-20 13:42:47
4569,4,914,54,2026-01-19 23:31:31
4570,5,914,326,2026-01-19 20:43:32
4571,1,915,36,2026-01-19 21:39:42
4572,2,915,755,2026-01-20 14:15:27
4573,3,915,261,2026-01-20 02:05:38
4574,4,915,810,2026-01-20 10:55:39
4575,5,915,1000,2026-01-20 06:02:55
4576,1,916,690,2026-01-20 07:15:50
4577,2,916,138,2026-01-20 07:57:57
4578,3,916,990,2026-01-19 23:18:24
4579,4,916,108,2026-01-19 17:24:04
4580,5,916,656,2026-01-19 21:24:04
4581,1,917,150,2026-01-19 22:37:02
4582,2,917,80,2026-01-20 06:04:48
4583,3,917,76,2026-01-19 19:55:49
4584,4,917,8,2026-01-20 05:24:58
4585,5,917,386,2026-01-20 13:33:05
4586,1,918,515,2026-01-20 10:47:50
4587,2,918,-18,2026-01-20 13:12:31
4588,3,918,577,2026-01-20 12:30:16
4589,4,918,394,2026-01-19 23:53:58
4590,5,918,141,2026-01-19 22:04:31
4591,1,919,287,2026-01-20 07:35:55
4592,2,919,534,2026-01-19 21:32:51
4593,3,919,567,2026-01-19 18:31:15
4594,4,919,265,2026-01-20 12:24:43
4595,5,919,488,2026-01-20 05:54:06
4596,1,920,212,2026-01-19 18:45:22
4597,2,920,557,2026-01-19 19:52:31
4598,3,920,257,2026-01-20 08:46:03
4599,4,920,-10,2026-01-20 11:03:40
4600,5,920,604,2026-01-20 07:27:35
4601,1,921,318,2026-01-19 18:59:33
4602,2,921,486,2026-01-20 13:42:17
4603,3,921,568,2026-01-20 06:08:10
4604,4,921,363,2026-01-20 06:19:38
4605,5,921,461,2026-01-19 16:18:01
4606,1,922,2,2026-01-20 06:12:08
4607,2,922,878,2026-01-20 05:18:07
4608,3,922,260,2026-01-20 08:18:52
4609,4,922,811,2026-01-20 11:37:26
4610,5,922,60,2026-01-20 01:35:54
4611,1,923,219,2026-01-20 13:16:26
4612,2,923,324,2026-01-19 18:49:05
4613,3,923,-26,2026-01-19 19:14:26
4614,4,923,345,2026-01-20 13:21:27
4615,5,923,277,2026-01-19 20:24:33
4616,1,924,211,2026-01-20 05:21:24
4617,2,924,232,2026-01-19 15:08:42
4618,3,924,743,2026-01-20 03:41:42
4619,4,924,192,2026-01-19 18:37:59
4620,5,924,227,2026-01-20 12:13:28
4621,1,925,669,2026-01-20 02:10:29
4622,2,925,394,2026-01-20 09:24:30
4623,3,925,901,2026-01-20 04:08:37
4624,4,925,458,2026-01-20 12:22:51
4625,5,925,894,2026-01-20 10:40:34
4626,1,926,292,2026-01-20 04:08:36
4627,2,926,85,2026-01-19 17:12:11
4628,3,926,931,2026-01-20 08:06:24
4629,4,926,167,2026-01-20 11:59:36
4630,5,926,85,2026-01-19 17:24:19
4631,1,927,168,2026-01-20 13:46:33
4632,2,927,719,2026-01-20 14:54:49
4633,3,927,685,2026-01-20 13:14:24
4634,4,927,333,2026-01-19 18:46:57
4635,5,927,100,2026-01-19 22:37:13
4636,1,928,499,2026-01-20 08:26:35
4637,2,928,148,2026-01-20 05:17:36
4638,3,928,623,2026-01-19 18:48:06
4639,4,928,788,2026-01-19 22:22:19
4640,5,928,913,2026-01-20 09:12:04
4641,1,929,519,2026-01-20 12:34:30
4642,2,929,686,2026-01-19 19:14:34
4643,3,929,888,2026-01-20 11:21:31
4644,4,929,413,2026-01-19 18:16:32
4645,5,929,159,2026-01-19 18:02:43
4646,1,930,532,2026-01-19 22:56:38
4647,2,930,-13,2026-01-20 07:44:48
4648,3,930,72,2026-01-19 19:14:13
4649,4,930,149,2026-01-19 23:47:39
4650,5,930,89,2026-01-19 23:47:53
4651,1,931,263,2026-01-19 17:15:47
4652,2,931,278,2026-01-20 01:41:33
4653,3,931,532,2026-01-19 17:09:10
4654,4,931,193,2026-01-20 05:03:13
4655,5,931,663,2026-01-20 10:00:51
4656,1,932,112,2026-01-20 07:13:48
4657,2,932,689,2026-01-20 00:57:09
4658,3,932,679,2026-01-19 21:10:23
4659,4,932,256,2026-01-20 04:09:11
4660,5,932,505,2026-01-20 11:57:30
4661,1,933,697,2026-01-20 04:15:53
4662,2,933,351,2026-01-19 20:20:15
4663,3,933,779,2026-01-20 09:43:18
4664,4,933,546,2026-01-20 11:42:59
4665,5,933,995,2026-01-20 05:34:23
4666,1,934,394,2026-01-19 18:45:48
4667,2,934,843,2026-01-20 10:41:59
4668,3,934,61,2026-01-20 09:00:58
4669,4,934,157,2026-01-19 22:49:13
4670,5,934,269,2026-01-19 19:53:51
4671,1,935,541,2026-01-20 00:30:32
4672,2,935,757,2026-01-20 11:40:43
4673,3,935,475,2026-01-19 19:33:58
4674,4,935,321,2026-01-20 03:50:07
4675,5,935,500,2026-01-20 10:13:54
4676,1,936,579,2026-01-19 19:40:34
4677,2,936,120,2026-01-19 16:27:10
4678,3,936,221,2026-01-20 07:40:05
4679,4,936,103,2026-01-19 16:38:33
4680,5,936,997,2026-01-19 18:28:22
4681,1,937,39,2026-01-19 21:13:00
4682,2,937,403,2026-01-20 06:12:04
4683,3,937,399,2026-01-20 13:36:19
4684,4,937,-22,2026-01-20 07:42:30
4685,5,937,430,2026-01-19 23:57:36
4686,1,938,184,2026-01-20 14:58:19
4687,2,938,406,2026-01-20 12:40:15
4688,3,938,854,2026-01-20 06:11:20
4689,4,938,440,2026-01-20 01:40:26
4690,5,938,470,2026-01-20 08:19:22
4691,1,939,426,2026-01-20 03:58:27
4692,2,939,602,2026-01-20 13:44:57
4693,3,939,449,2026-01-20 13:39:30
4694,4,939,742,2026-01-19 15:17:34
4695,5,939,923,2026-01-19 17:34:34
4696,1,940,851,2026-01-20 04:06:41
4697,2,940,212,2026-01-19 22:36:31
4698,3,940,981,2026-01-20 01:12:37
4699,4,940,698,2026-01-20 09:25:03
4700,5,940,881,2026-01-20 09:13:51
4701,1,941,229,2026-01-20 04:41:59
4702,2,941,986,2026-01-20 12:37:30
4703,3,941,783,2026-01-20 09:30:29
4704,4,941,791,2026-01-20 12:59:03
4705,5,941,567,2026-01-20 12:34:27
4706,1,942,785,2026-01-20 03:38:01
4707,2,942,737,2026-01-19 16:40:51
4708,3,942,834,2026-01-19 16:30:14
4709,4,942,882,2026-01-19 16:41:03
4710,5,942,-89,2026-01-19 21:07:02
4711,1,943,37,2026-01-20 06:03:06
4712,2,943,860,2026-01-20 01:19:46
4713,3,943,846,2026-01-20 00:54:43
4714,4,943,876,2026-01-19 23:41:54
4715,5,943,604,2026-01-20 10:18:27
4716,1,944,795,2026-01-20 11:41:32
4717,2,944,258,2026-01-19 19:34:42
4718,3,944,445,2026-01-20 01:30:45
4719,4,944,257,2026-01-19 17:52:17
4720,5,944,32,2026-01-20 08:20:09
4721,1,945,540,2026-01-20 11:38:53
4722,2,945,234,2026-01-20 09:38:11
4723,3,945,991,2026-01-19 23:04:19
4724,4,945,750,2026-01-20 03:46:13
4725,5,945,361,2026-01-20 01:44:30
4726,1,946,139,2026-01-19 16:04:00
4727,2,946,591,2026-01-20 09:54:23
4728,3,946,803,2026-01-19 17:30:03
4729,4,946,197,2026-01-19 23:45:17
4730,5,946,149,2026-01-19 17:30:21
4731,1,947,68,2026-01-20 12:04:43
4732,2,947,492,2026-01-20 12:17:16
4733,3,947,809,2026-01-20 03:08:40
4734,4,947,779,2026-01-20 14:01:44
4735,5,947,240,2026-01-20 11:28:46
4736,1,948,649,2026-01-20 04:53:59
4737,2,948,695,2026-01-20 06:09:33
4738,3,948,216,2026-01-19 15:07:36
4739,4,948,941,2026-01-20 01:18:34
4740,5,948,761,2026-01-19 22:21:48
4741,1,949,837,2026-01-20 05:26:06
4742,2,949,104,2026-01-20 07:52:19
4743,3,949,979,2026-01-19 18:53:53
4744,4,949,976,2026-01-20 13:07:58
4745,5,949,773,2026-01-20 06:21:55
4746,1,950,468,2026-01-20 00:10:16
4747,2,950,439,2026-01-20 14:01:55
4748,3,950,487,2026-01-19 14:59:42
4749,4,950,558,2026-01-19 20:15:24
4750,5,950,383,2026-01-20 14:22:25
4751,1,951,995,2026-01-20 07:22:26
4752,2,951,854,2026-01-20 06:34:24
4753,3,951,637,2026-01-20 08:37:04
4754,4,951,589,2026-01-20 01:41:10
4755,5,951,274,2026-01-20 14:21:08
4756,1,952,64,2026-01-20 12:02:37
4757,2,952,16,2026-01-19 20:25:02
4758,3,952,788,2026-01-19 19:48:20
4759,4,952,804,2026-01-20 09:33:49
4760,5,952,307,2026-01-19 18:12:46
4761,1,953,80,2026-01-19 16:11:42
4762,2,953,211,2026-01-19 21:15:00
4763,3,953,669,2026-01-20 11:49:55
4764,4,953,822,2026-01-20 03:29:28
4765,5,953,881,2026-01-20 01:35:12
4766,1,954,431,2026-01-20 11:07:34
4767,2,954,364,2026-01-19 22:07:26
4768,3,954,507,2026-01-20 10:23:06
4769,4,954,512,2026-01-20 14:57:01
4770,5,954,814,2026-01-20 08:40:39
4771,1,955,795,2026-01-20 10:41:00
4772,2,955,126,2026-01-20 03:20:27
4773,3,955,575,2026-01-20 12:42:06
4774,4,955,73,2026-01-19 20:32:57
4775,5,955,613,2026-01-20 08:52:03
4776,1,956,522,2026-01-19 17:31:43
4777,2,956,304,2026-01-20 11:52:17
4778,3,956,465,2026-01-20 03:13:17
4779,4,956,661,2026-01-20 08:57:11
4780,5,956,414,2026-01-20 07:02:57
4781,1,957,903,2026-01-20 00:54:50
4782,2,957,482,2026-01-20 07:01:38
4783,3,957,440,2026-01-20 12:21:49
4784,4,957,942,2026-01-20 00:55:00
4785,5,957,7,2026-01-20 00:52:18
4786,1,958,386,2026-01-19 20:39:23
4787,2,958,118,2026-01-19 20:09:25
4788,3,958,391,2026-01-20 04:35:49
4789,4,958,575,2026-01-20 05:00:37
4790,5,958,240,2026-01-19 17:11:51
4791,1,959,489,2026-01-20 02:32:10
4792,2,959,504,2026-01-19 23:09:10
4793,3,959,165,2026-01-19 19:52:52
4794,4,959,383,2026-01-19 18:45:27
4795,5,959,799,2026-01-20 11:46:03
4796,1,960,683,2026-01-19 15:13:22
4797,2,960,757,2026-01-19 17:02:15
4798,3,960,294,2026-01-20 01:14:57
4799,4,960,568,2026-01-20 06:02:19
4800,5,960,552,2026-01-19 15:12:20
4801,1,961,79,2026-01-19 15:04:19
4802,2,961,16,2026-01-20 11:05:13
4803,3,961,375,2026-01-20 06:08:32
4804,4,961,806,2026-01-19 22:24:49
4805,5,961,474,2026-01-20 13:14:14
4806,1,962,431,2026-01-19 17:22:05
4807,2,962,992,2026-01-19 18:30:14
4808,3,962,843,2026-01-19 19:06:57
4809,4,962,984,2026-01-20 04:10:10
4810,5,962,417,2026-01-20 11:40:19
4811,1,963,341,2026-01-20 09:36:42
4812,2,963,8,2026-01-20 09:34:32
4813,3,963,453,2026-01-20 12:42:00
4814,4,963,390,2026-01-19 16:42:41
4815,5,963,762,2026-01-20 06:49:13
4816,1,964,397,2026-01-20 09:17:47
4817,2,964,152,2026-01-19 17:05:18
4818,3,964,703,2026-01-20 09:57:54
4819,4,964,830,2026-01-20 12:24:36
4820,5,964,684,2026-01-20 00:13:03
4821,1,965,618,2026-01-19 21:45:10
4822,2,965,143,2026-01-20 11:57:35
4823,3,965,852,2026-01-19 23:00:18
4824,4,965,443,2026-01-19 20:18:55
4825,5,965,958,2026-01-20 09:41:30
4826,1,966,264,2026-01-20 10:02:58
4827,2,966,861,2026-01-20 13:07:35
4828,3,966,304,2026-01-19 22:21:54
4829,4,966,363,2026-01-20 01:10:59
4830,5,966,291,2026-01-20 03:42:25
4831,1,967,146,2026-01-20 01:48:04
4832,2,967,440,2026-01-20 03:35:07
4833,3,967,873,2026-01-19 17:29:34
4834,4,967,65,2026-01-19 17:19:03
4835,5,967,608,2026-01-20 11:36:45
4836,1,968,514,2026-01-19 20:04:38
4837,2,968,329,2026-01-20 05:34:36
4838,3,968,979,2026-01-20 13:53:24
4839,4,968,19,2026-01-19 15:12:25
4840,5,968,352,2026-01-20 01:19:17
4841,1,969,792,2026-01-19 15:49:31
4842,2,969,739,2026-01-20 00:59:02
4843,3,969,748,2026-01-20 04:04:25
4844,4,969,386,2026-01-19 23:37:36
4845,5,969,668,2026-01-19 17:41:27
4846,1,970,451,2026-01-20 04:27:58
4847,2,970,466,2026-01-20 03:43:19
4848,3,970,665,2026-01-20 08:21:22
4849,4,970,511,2026-01-19 21:11:57
4850,5,970,875,2026-01-19 16:34:56
4851,1,971,533,2026-01-19 21:25:38
4852,2,971,4,2026-01-20 03:00:24
4853,3,971,956,2026-01-20 09:51:14
4854,4,971,676,2026-01-20 08:07:11
4855,5,971,379,2026-01-20 10:35:55
4856,1,972,977,2026-01-20 04:01:38
4857,2,972,77,2026-01-20 01:47:23
4858,3,972,785,2026-01-19 17:18:39
4859,4,972,699,2026-01-19 20:51:45
4860,5,972,689,2026-01-20 12:46:59
4861,1,973,10,2026-01-19 21:54:14
4862,2,973,150,2026-01-20 11:13:11
4863,3,973,216,2026-01-19 17:58:04
4864,4,973,291,2026-01-20 13:13:09
4865,5,973,781,2026-01-20 09:55:45
4866,1,974,240,2026-01-20 04:50:54
4867,2,974,220,2026-01-19 15:25:13
4868,3,974,564,2026-01-20 03:58:11
4869,4,974,320,2026-01-20 10:18:05
4870,5,974,439,2026-01-20 14:38:36
4871,1,975,338,2026-01-19 19:56:07
4872,2,975,125,2026-01-20 13:58:49
4873,3,975,885,2026-01-19 17:19:38
4874,4,975,343,2026-01-19 21:27:29
4875,5,975,836,2026-01-20 07:10:14
4876,1,976,143,2026-01-19 19:45:49
4877,2,976,498,2026-01-19 18:37:58
4878,3,976,573,2026-01-20 06:50:46
4879,4,976,125,2026-01-20 09:47:03
4880,5,976,685,2026-01-20 04:59:03
4881,1,977,876,2026-01-20 07:51:53
4882,2,977,-10,2026-01-20 05:52:46
4883,3,977,66,2026-01-19 18:18:56
4884,4,977,201,2026-01-19 20:00:48
4885,5,977,656,2026-01-19 21:27:57
4886,1,978,222,2026-01-19 17:42:57
4887,2,978,902,2026-01-20 04:03:23
4888,3,978,241,2026-01-20 02:45:46
4889,4,978,119,2026-01-20 05:51:49
4890,5,978,557,2026-01-19 20:43:49
4891,1,979,894,2026-01-20 13:12:41
4892,2,979,212,2026-01-20 01:35:00
4893,3,979,692,2026-01-20 14:15:26
4894,4,979,325,2026-01-20 10:15:19
4895,5,979,937,2026-01-19 18:18:22
4896,1,980,39,2026-01-19 20:21:53
4897,2,980,606,2026-01-19 18:17:03
4898,3,980,743,2026-01-20 06:05:10
4899,4,980,269,2026-01-20 04:32:20
4900,5,980,140,2026-01-20 02:19:21
4901,1,981,394,2026-01-19 15:16:03
4902,2,981,347,2026-01-20 04:12:27
4903,3,981,423,2026-01-20 09:42:41
4904,4,981,868,2026-01-20 14:39:21
4905,5,981,232,2026-01-20 13:26:33
4906,1,982,904,2026-01-20 00:55:52
4907,2,982,234,2026-01-20 07:31:04
4908,3,982,407,2026-01-20 10:54:53
4909,4,982,324,2026-01-20 02:56:57
4910,5,982,144,2026-01-20 04:55:41
4911,1,983,448,2026-01-20 01:24:09
4912,2,983,551,2026-01-20 02:48:10
4913,3,983,581,2026-01-20 10:03:35
4914,4,983,230,2026-01-19 19:16:35
4915,5,983,72,2026-01-20 01:27:13
4916,1,984,97,2026-01-20 10:58:25
4917,2,984,158,2026-01-20 06:03:26
4918,3,984,363,2026-01-20 08:53:23
4919,4,984,390,2026-01-20 05:24:09
4920,5,984,32,2026-01-19 16:22:46
4921,1,985,-76,2026-01-19 17:30:40
4922,2,985,710,2026-01-19 15:39:53
4923,3,985,393,2026-01-19 16:12:54
4924,4,985,214,2026-01-20 00:07:30
4925,5,985,717,2026-01-19 20:31:13
4926,1,986,913,2026-01-20 12:51:07
4927,2,986,598,2026-01-20 00:29:59
4928,3,986,3,2026-01-20 03:34:49
4929,4,986,993,2026-01-19 21:21:04
4930,5,986,822,2026-01-19 19:45:08
4931,1,987,739,2026-01-19 17:16:57
