batch_id,medicine_id,batch_number,manufacturing_date,expiry_date,import_price
756,189,SQ1LMYAE9N,2021-06-23,2025-04-30,45.41059526476898
757,190,G7FREZBAI8,2023-03-03,2024-07-08,48.602409366068706
758,190,AOOBUF1LYL,2023-03-07,2026-06-07,51.01022152328961
759,190,L2F1DGFJTZ,2022-11-16,2027-10-06,23.780929802488092
760,190,4C5MLU0NEQ,2022-11-29,2027-03-07,47.78906242391415
761,191,MX7RRYGG4D,2020-09-09,2025-08-05,76.4869073634015
762,191,GOPTAKMZNV,2021-04-11,2025-11-25,96.18911718544344
763,191,C7FABZVKED,2023-10-24,2026-04-01,49.97089265667685
764,191,NVYYR9DUFS,2022-06-10,2025-05-16,73.52371113507702
765,192,7SSD6FMN9K,2022-04-15,2025-06-21,27.191434029236987
766,192,XXGEZSM7JO,2022-11-25,2025-07-03,80.70870662951069
767,192,PSSIYLKNO9,2020-02-02,2024-12-26,83.85380682574245
768,192,TG8KECST7X,2023-04-07,2025-05-14,85.69848417052795
769,193,UTCMWSGNFR,2020-10-16,2025-09-19,34.071459420672085
770,193,OORBPCEAQN,2023-08-19,2025-11-06,50.28676213438029
771,193,RBWCHMVS6P,2022-04-12,2026-07-14,64.63980560247094
772,193,H4FT7TFYP7,2022-07-14,2027-01-07,67.68722349927408
773,194,IVUSSPUTAE,2023-04-27,2024-07-31,92.5257777425503
774,194,FCZWKYN34Y,2022-05-09,2024-10-06,8.303690019652656
775,194,CGOFTD54H9,2022-07-06,2024-12-18,54.08951339984847
776,194,3UJRRZGHGG,2023-08-30,2027-08-10,30.585645777543977
777,195,CZOQOPTFXW,2023-10-12,2027-01-28,63.52397850155085
778,195,D1J74KNQE5,2022-10-31,2024-04-15,26.569138115312402
779,195,RPZEW7L9OX,2023-10-08,2027-10-01,35.55554009144665
780,195,VM8CPANA5K,2023-02-16,2027-11-18,44.019231302800776
781,196,MPCZTNHVNZ,2023-07-20,2026-03-28,19.440707304523094
782,196,FZ3JV9BBNB,2020-09-24,2025-12-22,82.11602247667206
783,196,QBTYKLBLNM,2020-12-31,2024-02-24,93.66600202700243
784,196,UH8KAJADLM,2022-02-05,2026-06-22,65.89122566190208
785,197,GVQJNAQRND,2020-09-08,2024-04-14,26.21221095116788
786,197,XZEHUNDRAO,2022-01-15,2027-09-24,25.517900889736016
787,197,RMBVFUSGUO,2022-03-16,2025-01-10,91.6357500430715
788,197,L5Y6WGQAII,2023-09-16,2025-08-22,56.94879081812614
789,198,L3BKA38MC4,2020-07-17,2025-08-26,29.01998070021392
790,198,RHC8YVTD1W,2020-05-11,2026-08-28,98.19494833302831
791,198,AUFWYRDYPL,2023-07-17,2026-05-10,79.75736240730838
792,198,MMQSNFGOPG,2023-12-15,2027-11-08,86.45502967488639
793,199,BBOPV56ATS,2022-10-06,2025-05-09,8.498559796697407
794,199,87U74JSSZC,2023-10-20,2025-09-13,85.74887178171015
795,199,MC0ZSVVEV2,2022-08-26,2025-11-30,89.31917440285886
796,199,3TZXAP83MJ,2022-02-19,2024-04-24,33.76938292490077
797,200,LK3JU1SDMB,2023-05-25,2026-01-16,85.96708906078165
798,200,IQLSIEG9SQ,2020-12-06,2027-04-10,58.67583013730379
799,200,RC3YYFQCUA,2022-02-15,2027-10-16,24.712915039172426
800,200,CIUUAW5TMH,2022-04-14,2026-03-07,40.283830229720046
801,201,DGKDSWYFQZ,2020-08-16,2026-12-18,25.52549693527585
802,201,PNAPSAEJDK,2021-06-26,2024-11-14,55.813854888632065
803,201,QVGGRB3TWK,2023-07-10,2025-12-28,43.58384806679754
804,201,L0QLXWVIXC,2022-11-19,2027-08-13,10.254339119178288
805,202,BJDZIMPL0J,2023-08-15,2027-09-11,76.6108643523351
806,202,PZWY9JO7YU,2023-02-21,2025-08-31,26.0240652359972
807,202,RXUSXD6RKC,2023-07-05,2024-06-15,30.398832268862677
808,202,Z445HC8IVK,2023-04-25,2025-05-30,36.24888946569254
809,203,1I4NXH35JA,2020-07-10,2027-07-08,91.98454147113799
810,203,CUP0Y1RLE6,2021-02-22,2027-01-02,67.3318880320847
811,203,BGOLYL5DLI,2021-12-30,2027-03-11,82.30253878659825
812,203,MFOWAGQFWK,2022-08-01,2027-09-26,95.66787054906695
813,204,MNEFXDF3BY,2021-11-15,2027-06-14,30.683425867576794
814,204,CURLK7JC9P,2020-12-30,2027-08-30,2.558914416019244
815,204,1BTQDOWOON,2020-09-21,2027-01-15,10.918750347970754
816,204,DB7L6ZCRHP,2022-04-24,2024-09-04,39.85343213667158
817,205,BBH0TSVIIB,2020-09-05,2027-06-27,16.441682227584835
818,205,8PLRJ1F8UM,2020-07-02,2024-02-28,93.91880472969204
819,205,CGSJNCEHUX,2023-08-04,2024-12-17,56.27776480216438
820,205,AZB79O8KBC,2020-06-04,2025-10-21,4.352862496448626
821,206,JKRMEKD0TZ,2022-01-15,2027-09-06,12.926042399578373
822,206,AE63OEER1O,2021-02-04,2026-01-03,29.286886081602162
823,206,55ZWWHJFB0,2020-09-24,2024-01-31,52.7752166054122
824,206,AXTNA07NJJ,2023-04-19,2025-01-31,45.10616214589011
825,207,18LLW12SLY,2023-07-11,2025-04-20,5.1865551323461325
826,207,FPLVG95AEU,2023-09-28,2025-09-15,41.73140316154665
827,207,UKN3AZLF62,2021-11-05,2027-02-24,86.5736071568154
828,207,FSXF1GIGNX,2020-07-27,2024-02-06,67.6947051850292
829,208,YF8PQS0162,2023-12-14,2027-08-28,46.485917772705214
830,208,FT4XOOWS9Z,2022-11-06,2024-12-16,12.160160849782526
831,208,VRJKXKUPCV,2021-06-02,2026-04-22,86.01460655128147
832,208,72CCX2RLBU,2020-11-19,2025-08-09,55.689545047626495
833,209,WC8KFPTI8K,2020-05-30,2024-07-15,77.63524817793805
834,209,0K8D3UHHEK,2021-10-17,2026-07-25,70.97038427757812
835,209,URDOZOKR68,2022-09-09,2025-12-22,47.515985107853204
836,209,JZJHB01TXO,2021-10-13,2027-10-18,66.0376584474289
837,210,2WRSTARK2A,2022-03-20,2026-11-01,32.59473399930734
838,210,GZ4LYFIVGW,2020-12-22,2026-08-10,91.47887819250347
839,210,KIRVREM98M,2020-09-03,2025-03-05,10.05544708875821
840,210,PWDSE4ZQBY,2023-12-02,2025-04-09,35.563601417839884
841,211,TXO59BKJRL,2020-06-19,2027-04-13,73.59731287778179
842,211,T4P49WWKE9,2023-04-06,2025-12-20,26.54805107664132
843,211,K08ILFRVRI,2021-10-07,2027-06-12,10.359217081362928
844,211,DRDFQ3TE9Z,2021-04-18,2025-09-12,92.68856367365582
845,212,BAJZG3KHYK,2022-02-18,2026-01-11,90.57146653060231
846,212,AYAAUACDD6,2021-05-11,2026-08-10,49.02109493619444
847,212,XZXVHH8YTQ,2023-01-21,2026-04-03,2.176306975707471
848,212,I0P3HSZ79W,2021-05-24,2026-10-24,35.95939101033911
849,213,EJWPJV4WJO,2023-12-10,2026-04-28,83.49378828162594
850,213,PP8ZVCFGSL,2022-09-08,2025-05-20,19.872095756023153
851,213,ODCPHVOSAS,2021-05-16,2024-05-24,65.50387212541439
852,213,3NPE81GMBC,2022-05-13,2026-09-05,20.567358511188285
853,214,ADZMIK0RVP,2023-01-17,2026-09-16,83.89916022610493
854,214,8TO4SZMPYX,2020-08-15,2027-02-14,84.2231103085982
855,214,JOWQ3LWVCG,2023-02-19,2026-10-30,39.34613249114331
856,214,GPI3Y5TTUB,2020-07-16,2027-07-06,75.18099877093185
857,215,G0NKKACUMS,2021-03-30,2027-07-15,6.330189940169496
858,215,PP4ZTEFRKH,2021-06-01,2027-09-05,93.72242145564103
859,215,6KVVGCAY34,2023-07-23,2026-07-11,51.348107243197866
860,215,TIGSWZXMBP,2020-05-31,2025-04-21,49.541814717540845
861,216,M8XAHC7C5T,2020-06-04,2025-08-31,18.728187148943196
862,216,3ZZPXVRQAX,2023-06-19,2024-04-14,92.29417093315811
863,216,MEXIYLB93H,2021-01-05,2027-12-04,95.23788037474334
864,216,MFI35E8MY6,2022-08-04,2024-02-29,57.016795064259355
865,217,5ANWXZWPVW,2021-12-06,2027-01-08,12.792193226630369
866,217,KKVREU7HP9,2021-05-29,2024-12-18,67.13715783154596
867,217,WGJSKAL4G7,2023-01-25,2024-12-25,20.37657056983853
868,217,IQIWUJR4VM,2020-01-04,2025-10-10,61.97075772165884
869,218,ZNNQVGTCZZ,2023-10-28,2024-06-06,59.30030413034816
870,218,IVKJLEZ1MS,2022-12-19,2026-02-05,29.77180054362318
871,218,ZU8ZQKCXEK,2020-11-05,2027-06-12,96.1582934759963
872,218,OIDCAJREXG,2020-10-08,2027-12-13,44.71363452653867
873,219,NKN5PFEMSJ,2020-03-09,2024-09-14,1.4411575730493849
874,219,6UZETEFNTK,2023-03-13,2026-03-03,42.08310073275034
875,219,XAI4TOLDCH,2022-02-26,2027-06-27,48.22748044287371
876,219,LZIUS2JYRI,2022-06-13,2027-01-04,43.65673814582114
877,220,3FARXT9X74,2020-01-29,2026-10-18,46.06818834437403
878,220,TJEK42DZMB,2023-03-20,2026-03-20,66.34936532941518
879,220,ZD6FUUCMKS,2023-10-29,2024-07-29,69.0651827901059
880,220,PVX1UBOXKA,2020-04-23,2027-11-30,25.147352418339953
881,221,JIYCAYEOG5,2022-11-24,2027-06-02,9.326247702015658
882,221,QSZHKNMFVT,2022-06-11,2027-11-01,69.89674533743094
883,221,AY64RFABJG,2023-01-20,2027-02-22,97.39316727022494
884,221,LF3HOTE9OU,2023-05-12,2026-07-21,47.146927718764495
885,222,JQWABFY7AN,2020-05-27,2027-03-29,96.47167724116389
886,222,KBJMEOQCPO,2021-06-02,2025-03-27,72.23817855347593
887,222,TOBRXPMJI9,2022-11-10,2025-01-18,44.36146256535108
888,222,YWEMXTBGC7,2022-11-19,2026-12-18,14.10501363935234
889,223,UZIVYFBCVW,2020-04-09,2024-10-09,93.26825893020491
890,223,8VV5IQ04AA,2020-12-13,2024-07-29,35.243748818088875
891,223,RVCS5POZSA,2020-09-03,2025-05-16,50.816513054756555
892,223,OFCGJ1FMRF,2020-02-14,2027-10-19,49.89098084165736
893,224,YOJNDF3IYG,2021-09-26,2024-01-07,57.395973442478244
894,224,UOYJCWXKHO,2020-09-29,2024-10-25,81.823288666444
895,224,NWN59HV8AM,2022-04-02,2024-12-27,81.43471118758322
896,224,3JFJTHAD5S,2020-06-01,2026-11-09,20.022805258431028
897,225,CBGQIAOY3I,2023-08-13,2024-05-05,17.35984249722368
898,225,HMGMI6RLMS,2021-04-06,2027-04-15,10.584564356739174
899,225,FYHAJCXAHO,2020-09-16,2027-02-17,16.37368842375381
900,225,W85S6G8XDO,2023-04-20,2024-05-09,51.588667809256116
901,226,9CI3PP5SFL,2020-09-15,2024-03-25,10.715112948049478
902,226,DPOJWXZH8Y,2021-08-04,2025-01-31,92.27862023926218
903,226,JRF5JVTSWW,2021-03-02,2026-07-27,61.44403464796083
904,226,E8IK2XFTYE,2022-02-20,2025-09-15,54.79420687170735
905,227,3B15L8JWG1,2023-01-06,2025-06-11,24.333721536849172
906,227,HRAG7WIEUB,2020-03-16,2024-11-16,61.44715850215799
907,227,E5BRWWBPDQ,2022-02-04,2024-06-29,91.43071799946571
908,227,IP1AYFG1WE,2021-01-11,2026-06-17,14.745490930696612
909,228,WEVNWSQEK7,2022-01-21,2024-10-26,54.997254489350595
910,228,O22C7QCUS5,2020-05-08,2027-04-11,69.71444542342518
911,228,IKVIYFSQ3F,2022-10-08,2024-02-07,59.518991223084726
912,228,XF00LXVJGM,2023-06-30,2025-03-30,74.16498883492477
913,229,4BKXZD5U8N,2022-08-05,2027-09-02,93.75557271066465
914,229,XKNCESYXNA,2020-02-29,2026-10-07,28.843003324120836
915,229,KZY3RRMG5C,2021-12-07,2024-09-19,37.423520222944724
916,229,82EUJ0X0EE,2021-11-18,2024-10-22,25.462066614910736
917,230,VRNTVE3O9R,2023-12-25,2024-10-18,39.82720213093384
918,230,WUMTTYX70V,2022-03-09,2027-08-17,97.24740959595682
919,230,8MRARLHIMC,2020-07-26,2027-09-10,77.38309224392927
920,230,YYDEJWI0HL,2021-02-12,2026-10-10,23.61186149064964
921,231,XYQ3ZCZYG2,2020-02-20,2025-04-07,72.20439143525158
922,231,K9A5UV6WJO,2023-09-26,2025-08-05,39.30300257990718
923,231,MWIAPFU7HS,2021-01-14,2025-08-15,68.06655571913838
924,231,UA3ZVHE2S1,2020-08-24,2025-07-24,98.19407200320805
925,232,JZWVJXKNCD,2021-02-08,2026-06-20,46.331372145386005
926,232,UBTQGCCXKR,2020-04-27,2026-09-03,59.41082569855949
927,232,JCTH6ZZLBW,2022-08-15,2027-12-21,71.51080572781999
928,232,ZYZHJLRCPR,2020-11-09,2024-03-03,94.74015056767092
929,233,KYD58FYKEX,2021-05-19,2027-11-13,35.90584589923655
930,233,LDRPRK7R4G,2022-07-15,2025-02-15,98.06054146170176
931,233,YD82A0WXLJ,2023-01-25,2024-11-17,59.290598531385925
932,233,RBU1EUJROP,2022-03-07,2024-02-28,38.835848855991706
933,234,CFOTSRMJ1U,2022-03-27,2024-03-09,34.952202824501995
934,234,BCBDPGOVYQ,2022-05-06,2024-02-10,62.90099911518235
935,234,MBI28B0H4N,2023-10-31,2026-03-09,49.99250930911802
936,234,B5RTTKUSOK,2020-01-08,2025-08-14,19.613649014810985
937,235,CZYITX4RSS,2020-12-14,2026-02-08,30.84401529546042
938,235,N6FL7GQB04,2023-07-10,2027-08-24,53.256808873145054
939,235,IUVPLIB4R0,2023-11-26,2026-07-18,62.562854108366075
940,235,QKGOXOP3QB,2023-06-29,2026-10-12,81.73804230408872
941,236,UW5LZTD814,2023-02-21,2025-01-26,38.24065288197332
942,236,CXFXFTOQL3,2020-04-23,2025-10-01,6.001142123116555
943,236,XMT2VE9CUE,2022-01-17,2024-05-26,31.603014373062866
944,236,TAVOXZW26D,2023-05-01,2027-03-23,84.5140596290946
945,237,RHUWQIYZ12,2022-11-27,2027-12-11,84.38297610003231
946,237,PQNVTSHTBH,2020-04-10,2025-08-20,70.0064688874158
947,237,ZVOA2TAHFZ,2021-01-04,2024-04-17,39.13771829468226
948,237,F47TSJG3AV,2021-06-22,2024-12-09,50.21662632838195
949,238,AJ6RQHYM2M,2021-04-20,2025-03-25,3.059498000991819
950,238,SVKQZGHIDA,2022-07-28,2027-05-28,80.913138784318
951,238,UQNXKOY5SA,2021-08-10,2026-09-15,22.20781141652789
952,238,OWULSNJFJB,2021-12-30,2024-08-13,82.06236642722226
953,239,VHO2UINDZ3,2021-06-22,2024-10-23,80.41552675114231
954,239,IEXF7NKOF3,2021-01-19,2025-11-10,95.10668840859887
955,239,5B5QZ1CSAU,2021-10-21,2027-09-17,57.3793665401098
956,239,RVMF4E49KS,2022-06-01,2026-06-09,73.9875683583529
957,240,KK7CMOUDKB,2020-11-02,2026-08-05,92.53680030232152
958,240,XCSYJVLCLJ,2022-07-20,2025-09-14,76.01811367659035
959,240,NGJEIY8CIK,2022-04-17,2025-08-05,32.530364426771456
960,240,SIRGVRXPFH,2022-05-23,2026-02-02,10.556008058079303
961,241,ZUJCW0R0WE,2021-04-09,2024-05-11,52.009867848831114
962,241,G1OKS1T6D3,2023-05-22,2026-09-01,77.77531357397545
963,241,VGYXACQZKP,2023-02-24,2025-07-23,92.9924481215481
964,241,KOIOVDFV9B,2020-11-09,2027-03-13,87.51560534942583
965,242,XNZPPRJDGH,2023-05-28,2027-04-04,77.12830081042783
966,242,LYANXUIDDK,2022-03-06,2025-05-30,76.10135339207235
967,242,ZO9F8LN2CL,2020-03-06,2027-04-02,68.63632343129622
968,242,S48MNJPWAX,2023-12-24,2027-11-06,78.3689419122982
969,243,CJMUIVX395,2022-04-25,2024-06-06,34.221734977364925
970,243,E1NVUKLL3P,2023-06-03,2026-03-01,8.052057842408058
971,243,1F5JXGHZOI,2021-05-19,2025-04-17,96.96532056189612
972,243,LXG5HEBBP2,2021-02-21,2025-04-19,52.68246535962631
973,244,0RWNJMPIXA,2023-02-12,2026-12-02,91.98669618307206
974,244,JM1I2WRU5F,2023-12-26,2024-02-11,76.26649401905966
975,244,XJFANQU3IL,2023-12-19,2024-05-23,35.001346396911835
976,244,S2FDBS8W6R,2023-01-02,2024-06-19,16.6421824799134
977,245,XF85NEGBDM,2020-11-15,2025-12-13,58.842929516458206
978,245,VGJVOIWD7A,2020-08-17,2026-08-04,80.10096004602838
979,245,FF7JJCGHVT,2023-11-03,2024-05-18,69.1764479150315
980,245,XQMVK8PGHU,2021-12-24,2025-02-20,9.507906643615977
981,246,E6IYFTVLJN,2023-12-26,2025-01-17,31.58436583711189
982,246,DQKB1TSPVS,2022-10-31,2026-10-25,69.90550867636966
983,246,XKLNXQ7LDS,2023-11-04,2027-02-24,3.5675606582895547
984,246,XWECTVOWI7,2023-12-15,2025-11-17,33.85596905305009
985,247,MJDUBE50CU,2022-10-30,2024-07-23,95.80068563364038
986,247,RN07AOK8LX,2020-01-15,2027-05-03,65.94091817872665
987,247,FPX7APEDA3,2021-07-31,2026-10-30,41.02121268519013
988,247,UCW7MXSI34,2020-02-11,2027-10-25,66.64688782115745
989,248,MHLCO8PMVR,2021-07-05,2025-08-17,8.74900297773987
990,248,N65AJQ6FVX,2021-09-29,2025-08-31,44.787955040343036
991,248,ZGFTTSSO7H,2020-01-18,2024-04-13,4.896681834827469
992,248,ZTEXJJHL2R,2020-04-26,2025-01-02,24.236576828402953
993,249,PWVTXWX7O9,2023-11-18,2025-02-14,29.58882304221215
994,249,Q9JKRH2LRW,2020-08-26,2024-04-13,41.493639887484846
995,249,93GXZDV8PV,2023-01-31,2026-04-14,71.93238825903141
996,249,T5EKXEXX2M,2023-01-29,2024-08-29,48.89149496708806
997,250,QHKQME784B,2023-03-26,2024-06-09,79.30075033696379
998,250,HXF6EYLQQ0,2023-09-07,2024-05-10,50.01673284553829
999,250,QK2KKG7RGQ,2023-06-26,2024-09-18,50.38846256884114
1000,250,RRYOL1TBBG,2023-03-08,2027-12-09,10.80471990347108
1001,251,IA7PDQRNFJ,2020-02-09,2025-04-08,39.70239179774283
1002,251,UCDDMCLFVV,2021-03-19,2024-12-27,44.97784838695151
1003,251,FTWCSBCPNN,2020-12-08,2026-07-28,33.273814895165195
1004,251,BJGBPERX8A,2022-07-18,2025-12-13,40.36232085308025
1005,252,TXJWTQ6JCV,2022-01-02,2027-07-13,93.14499509962658
1006,252,YXBGQAKIW5,2023-03-11,2024-10-11,28.876492466918695
1007,252,X8B26K5STR,2020-03-05,2026-05-13,31.467111095300574
1008,252,DKX9MKXZJW,2021-01-18,2025-09-26,12.956826166548968
1009,253,060KWZYWBM,2023-04-16,2027-10-09,71.90764031206365
1010,253,WETX5XEKHS,2022-04-16,2027-01-19,32.27313366772449
1011,253,X4OQXMVA9I,2023-06-13,2025-01-09,23.301921896212246
1012,253,L5JKYGV5LK,2023-04-09,2026-12-05,16.677984669269946
1013,254,EBRVYQR3U7,2021-07-03,2027-10-11,61.2600743684415
1014,254,TNKUCED6LJ,2023-06-17,2027-09-29,40.74824609101955
1015,254,WUDEAUWVSN,2020-06-01,2025-12-10,39.3683122106923
1016,254,60CI6KWBUQ,2021-10-31,2024-04-17,80.52177508399151
1017,255,22FEYUNJZD,2021-08-20,2026-11-23,38.639803210812524
1018,255,QCRCEIVJCH,2021-11-29,2024-02-24,85.28170795942734
1019,255,ODRSLYHJAV,2021-11-04,2024-03-15,72.08333994737606
1020,255,3ZBFB8AB5N,2020-11-04,2026-03-28,17.654942644138888
1021,256,1V98CRX6GK,2021-07-17,2025-06-13,77.75942051705283
1022,256,D4YN5XYOWK,2023-07-30,2026-11-14,63.004531174141
1023,256,TKM2AKIFPR,2021-07-19,2026-04-12,11.069629571469996
1024,256,ZIGTAADWKD,2020-01-30,2026-01-13,31.929812915563417
1025,257,E3IYNGXTPN,2022-10-01,2024-08-07,90.01155277156263
1026,257,Z0VGDEI9O8,2022-07-07,2024-06-13,15.301199790515772
1027,257,J7NZ33GMWR,2021-08-17,2027-11-01,3.8857654074515158
1028,257,VCUOWWMJPG,2023-12-05,2027-02-25,46.9094279363945
1029,258,QKYVSWRZKY,2022-05-28,2024-07-21,30.69662712378837
1030,258,GTDBKMZID4,2022-04-13,2026-08-19,56.32730850799527
1031,258,HUIVRFLPTD,2020-06-02,2027-12-03,70.31939191674113
1032,258,KFSOZOITEC,2023-06-07,2026-09-03,14.716211319673127
1033,259,ETPXOLTJQB,2022-06-14,2024-11-05,61.99385808012083
1034,259,OU4LJQEDFG,2023-03-28,2024-10-25,61.81153487801646
1035,259,YHSZDUKW4E,2021-12-18,2026-07-11,88.29818886032335
1036,259,CFCB8LHANK,2023-02-12,2027-03-06,29.64622006443409
1037,260,KJBNSTLDN9,2021-06-29,2024-12-06,57.969706110445934
1038,260,CIPB145W4H,2021-10-18,2027-10-10,42.762361072650684
1039,260,AMX1OGEAYP,2023-09-11,2026-03-22,64.07836082510832
1040,260,1QL5MTIA38,2022-05-19,2026-10-11,83.3429476914034
1041,261,TZ6AASGP9K,2020-10-23,2024-03-25,53.136013709955115
1042,261,V7K42OLGGV,2020-07-13,2024-10-31,65.65421106465709
1043,261,2PJB9OOXS8,2020-12-08,2026-04-14,36.44209626677025
1044,261,CTOISUCN79,2020-10-22,2024-09-11,53.34750547888339
1045,262,MZ3CJ49XNW,2020-07-19,2026-10-31,55.18819130257612
1046,262,2ZJGTTNJL1,2021-05-31,2027-10-04,11.170167275865715
1047,262,VQWYXZDEKN,2021-04-04,2024-01-12,43.03820213821808
1048,262,2WRLUWSJV5,2022-01-04,2026-09-05,88.14927627049795
1049,263,JHDE6FYOL7,2023-03-08,2026-06-06,4.229257789703005
1050,263,9JYMKNWFXS,2021-06-16,2024-09-17,68.45456562625671
1051,263,K0ZJ7JXSJP,2021-09-02,2027-05-19,54.149636957330394
1052,263,T4DZWOUL6X,2022-09-27,2025-07-14,57.85788490258378
1053,264,NPEXUAYE0P,2023-07-05,2027-02-15,27.201741230115214
1054,264,MJDBPYKXF1,2020-02-02,2024-08-22,55.61920980324858
1055,264,E3MCLZKJ4R,2022-06-05,2024-02-08,30.340851581667955
1056,264,0UK0OPXKAI,2021-02-09,2027-04-26,87.71983758339007
1057,265,Z6CAUBEJSD,2021-09-30,2025-07-26,60.61305719588668
1058,265,L0JYSDJJZY,2022-12-17,2026-05-12,45.744520607876936
1059,265,GIRIG0Q8XG,2022-08-11,2025-06-08,63.48110912940614
1060,265,MNZZKKOAN1,2020-05-01,2024-03-01,92.26539343144701
1061,266,BFLPBEELJF,2023-12-27,2024-08-22,99.459275289978
1062,266,BHB3XO3X3Z,2022-08-30,2024-07-03,72.533167983012
1063,266,AV0ROQPXMS,2020-07-26,2024-12-12,86.57951981775742
1064,266,FNTP01X7M7,2023-08-04,2026-01-26,19.784371130965887
1065,267,OVX6ZKNGA6,2020-02-24,2026-11-16,48.57623567300544
1066,267,TKP6LF0CGQ,2023-11-17,2026-09-14,23.0089428377095
1067,267,AK8YGPLVTN,2020-06-07,2026-11-09,54.923613596513235
1068,267,UH6MNGBRTH,2022-08-16,2026-06-20,52.71244085139617
1069,268,BT9OTRXTV9,2022-06-10,2026-07-11,77.12408503247964
1070,268,BVWBAURRJ3,2023-03-23,2025-06-24,69.66258063324673
1071,268,0FT2VQM3KM,2023-06-20,2027-05-27,63.9783386611282
1072,268,EKZ4LP1R1N,2021-11-12,2026-06-18,35.644637117384285
1073,269,AKBKLABSJC,2022-12-09,2025-10-06,75.43323972288493
1074,269,KY0B03XXM7,2023-10-26,2025-11-22,45.00169303453481
1075,269,R3XC2RCJHC,2023-09-03,2025-12-04,64.34217751778161
1076,269,WQIO5U4OWL,2020-11-29,2027-02-12,58.901982043497846
1077,270,ZIN3KTGZNQ,2020-03-04,2025-07-16,69.60120952632941
1078,270,MMYDMQ2QY8,2021-12-21,2026-04-08,61.608007575617776
1079,270,IWAOSFUKJV,2023-09-15,2024-12-12,86.14550222501768
1080,270,OBYPJKAPUM,2022-09-17,2024-01-09,28.71074288024228
1081,271,LDCWJNFBFV,2021-02-09,2024-05-09,30.586364464825454
1082,271,SBQJ93YM9D,2020-02-16,2025-01-13,9.352580572846614
1083,271,GMT7OVSHYX,2020-02-22,2026-08-08,28.486917593347126
1084,271,PHDT9HBSKR,2021-06-12,2027-12-11,25.553284018746794
1085,272,5O1Q9DETCF,2022-05-25,2027-12-25,21.09714141818767
1086,272,NISBQQD6S3,2021-06-18,2026-11-28,56.15333637593969
1087,272,M9YFVDUVL4,2021-09-22,2024-01-31,63.243257199623805
1088,272,IB2RYOK4OT,2020-01-04,2027-06-03,50.44982684805109
1089,273,FG3OSZ6EBL,2020-04-30,2025-09-02,11.323957297632463
1090,273,MD0PIOTI8H,2023-08-29,2024-01-18,46.88633909999695
1091,273,WZ2GLAVUEZ,2022-10-18,2024-10-23,11.732161995504617
1092,273,SW2OSPQOMK,2020-08-03,2025-03-30,6.445811447609548
1093,274,S3LAGH7Z3B,2021-03-18,2024-06-10,12.372165319628552
1094,274,FCCS4O7LSF,2020-01-10,2025-08-25,38.5195861453963
1095,274,QFZSSUP89J,2021-05-13,2025-09-25,48.70748907291742
1096,274,CTQYOCUDEI,2023-07-20,2026-06-04,7.785894553245305
1097,275,CLOCHXD1CC,2020-12-10,2025-12-12,10.96645501815646
1098,275,OJ8A6GO8P9,2021-05-12,2027-06-13,50.15694741288803
1099,275,TIWLAR4MNF,2023-12-17,2027-02-05,7.110929311142758
1100,275,APR6MBMXKI,2022-04-24,2025-10-27,23.440523480828123
1101,276,M4GIEOT0HK,2021-01-12,2026-05-04,24.324209573158587
1102,276,NGVJQDREZO,2020-10-07,2026-02-03,14.168181931075257
1103,276,SQRIOLWRE1,2021-10-09,2024-10-15,34.0471636954458
1104,276,1YDZZDIXDT,2021-06-09,2027-10-04,53.54787846977202
1105,277,ULHJWMT26L,2023-09-05,2025-06-30,65.98643226732106
1106,277,GRE5LO0OKE,2023-10-02,2027-12-11,70.19922230161184
1107,277,IYN16ORYSW,2021-12-05,2025-06-15,78.39344237034456
1108,277,IIYHI7ZUHK,2020-06-29,2026-09-04,24.035270369342502
1109,278,MH8SMW1YSU,2022-06-26,2025-09-19,29.503480909887276
1110,278,FRGFN4WCPI,2023-11-22,2026-03-31,13.617900516022646
1111,278,5DLTCBC6NE,2023-04-11,2026-05-09,67.83175231794253
1112,278,TJYIFG9AXK,2022-09-16,2025-03-19,96.39056410714437
1113,279,CKYJY6WSQZ,2023-04-18,2026-12-05,71.60934584041104
1114,279,O1YRYAKHCW,2021-12-10,2027-04-10,28.790141316282885
1115,279,WRQZ83ZHRJ,2020-07-19,2026-07-15,47.295055522126624
1116,279,JSKYAO89PL,2021-10-07,2025-06-13,94.44289260739812
1117,280,TWESYFDMBJ,2023-02-26,2024-09-22,20.063342846188565
1118,280,0Y5XWSJQII,2021-03-08,2024-03-28,38.384990184474375
1119,280,KXYAAUPYWC,2020-09-25,2026-01-20,71.62452881846005
1120,280,7YHSCVVXF7,2023-08-31,2027-10-09,47.172798544929314
1121,281,G0ILMLVQ26,2021-08-27,2027-03-23,35.17547609082125
1122,281,MDYZEPYBOQ,2022-01-20,2026-04-30,51.201544901485505
1123,281,YVG6FGDP0B,2021-11-06,2024-09-03,61.726229756383574
1124,281,LWO6PSN1EM,2022-03-19,2026-03-27,43.06115041061384
1125,282,SH7XCD1B1Y,2022-09-04,2027-06-06,17.237313317433973
1126,282,ZRXJB8NXOQ,2020-06-14,2026-05-17,35.269852595333056
1127,282,OQAU0QNWRS,2021-10-29,2026-11-20,28.85927508068134
1128,282,G12CGZHH0L,2020-06-10,2024-09-28,17.965748406830066
1129,283,NOPQKGYPND,2021-12-24,2024-11-12,73.12996210458543
